geolocation,recclass,fall,reclong,id,nametype,year,reclat,mass,name
"{'type': 'Point', 'coordinates': [4.63333, 46.05]}",L5,Fell,4.633330,23111,Valid,1798-01-01T00:00:00.000,46.050000,9000,Salles
"{'type': 'Point', 'coordinates': [11.05, 52.75]}",LL5,Fell,11.050000,23114,Valid,1985-01-01T00:00:00.000,52.750000,43,Salzwedel
"{'type': 'Point', 'coordinates': [74.86667, 25.66667]}","Iron, IIIAB",Fell,74.866670,23115,Valid,1921-01-01T00:00:00.000,25.666670,2462,Samelia
"{'type': 'Point', 'coordinates': [-117.6625, 33.48472]}",H6,Fell,-117.662500,23128,Valid,1973-01-01T00:00:00.000,33.484720,56,San Juan Capistrano
"{'type': 'Point', 'coordinates': [13, 43.66667]}",L6,Fell,13.000000,31315,Valid,2002-01-01T00:00:00.000,43.666670,237,San Michele
"{'type': 'Point', 'coordinates': [-71.4, -31.01667]}",L6,Fell,-71.400000,23130,Valid,1956-01-01T00:00:00.000,-31.016670,282,San Pedro de Quiles
"{'type': 'Point', 'coordinates': [-100.65, 19.76667]}",LL6,Fell,-100.650000,34063,Valid,1968-01-01T00:00:00.000,19.766670,460,San Pedro Jacuaro
"{'type': 'Point', 'coordinates': [-51.86667, -29.2]}",L4,Fell,-51.866670,23161,Valid,1873-01-01T00:00:00.000,-29.200000,400,Santa Barbara
"{'type': 'Point', 'coordinates': [-99.33333, 24.16667]}",CM2,Fell,-99.333330,23164,Valid,1939-01-01T00:00:00.000,24.166670,60,Santa Cruz
"{'type': 'Point', 'coordinates': [-61.7, -33.9]}",L6,Fell,-61.700000,23165,Valid,1924-01-01T00:00:00.000,-33.900000,5500,Santa Isabel
"{'type': 'Point', 'coordinates': [-68.489444, -31.535556]}",L6,Fell,-68.489444,50909,Valid,2008-01-01T00:00:00.000,-31.535556,4000,Santa Lucia (2008)
"{'type': 'Point', 'coordinates': [-49.38056, -20.81]}",H4,Fell,-49.380560,23171,Valid,1962-01-01T00:00:00.000,-20.810000,927,São Jose do Rio Preto
"{'type': 'Point', 'coordinates': [46.55, 52.55]}",L4,Fell,46.550000,23176,Valid,1918-01-01T00:00:00.000,52.550000,200000,Saratov
"{'type': 'Point', 'coordinates': [137.78333, 34.71667]}",H,Fell,137.783330,23187,Valid,1688-01-01T00:00:00.000,34.716670,695,Sasagase
"{'type': 'Point', 'coordinates': [-0.85, 43.15]}",L6,Fell,-0.850000,23188,Valid,1868-01-01T00:00:00.000,43.150000,4000,Sauguis
"{'type': 'Point', 'coordinates': [29.86667, 47.21667]}",LL4,Fell,29.866670,23190,Valid,1894-01-01T00:00:00.000,47.216670,2500,Savtschenskoje
"{'type': 'Point', 'coordinates': [139.4, 35.86667]}",CM2,Fell,139.400000,23192,Valid,1986-01-01T00:00:00.000,35.866670,430,Sayama
"{'type': 'Point', 'coordinates': [17.56667, 49.23333]}",L5,Fell,17.566670,23455,Valid,1934-01-01T00:00:00.000,49.233330,412,Sazovice
"{'type': 'Point', 'coordinates': [15.05, 53.35]}",L,Fell,15.050000,23457,Valid,1715-01-01T00:00:00.000,53.350000,7000,Schellin
"{'type': 'Point', 'coordinates': [-73.95028, 42.86083]}",H5,Fell,-73.950280,23458,Valid,1968-01-01T00:00:00.000,42.860830,283.3,Schenectady
"{'type': 'Point', 'coordinates': [10.46667, 48.11667]}",L6,Fell,10.466670,23460,Valid,1846-01-01T00:00:00.000,48.116670,8000,Schönenberg
"{'type': 'Point', 'coordinates': [-69.2, 44.36667]}",H5,Fell,-69.200000,23472,Valid,1871-01-01T00:00:00.000,44.366670,5400,Searsmont
"{'type': 'Point', 'coordinates': [27.13333, 38.3]}",L6,Fell,27.133330,23473,Valid,1917-01-01T00:00:00.000,38.300000,240,Sediköy
"{'type': 'Point', 'coordinates': [84.78333, 26.75]}",LL6,Fell,84.783330,23476,Valid,1853-01-01T00:00:00.000,26.750000,6930,Segowlie
"{'type': 'Point', 'coordinates': [107.33333, -7.23333]}",H5,Fell,107.333330,23481,Valid,1939-01-01T00:00:00.000,-7.233330,1590,Selakopi
"{'type': 'Point', 'coordinates': [4.98333, 22.83333]}",H5,Fell,4.983330,23483,Valid,1947-01-01T00:00:00.000,22.833330,150,Seldebourak
"{'type': 'Point', 'coordinates': [79, 22.25]}",LL3.00,Fell,79.000000,23487,Valid,1940-01-01T00:00:00.000,22.250000,691,Semarkona
"{'type': 'Point', 'coordinates': [-0.05, 41.71667]}",H4,Fell,-0.050000,23495,Valid,1773-01-01T00:00:00.000,41.716670,4000,Sena
"{'type': 'Point', 'coordinates': [140.51167, 39.43833]}",H6,Fell,140.511670,23496,Valid,1993-01-01T00:00:00.000,39.438330,866,Senboku
"{'type': 'Point', 'coordinates': [79.50083, 21.68389]}",H6,Fell,79.500830,23500,Valid,1966-01-01T00:00:00.000,21.683890,20000,Seoni
"{'type': 'Point', 'coordinates': [23.56667, 41.05]}",H4,Fell,23.566670,23501,Valid,1818-01-01T00:00:00.000,41.050000,8500,Seres
"{'type': 'Point', 'coordinates': [-36.76667, -8.38333]}",Eucrite-cm,Fell,-36.766670,23502,Valid,1923-01-01T00:00:00.000,-8.383330,1800,Serra de Magé
"{'type': 'Point', 'coordinates': [-44.21667, -19.46667]}",H4,Fell,-44.216670,23504,Valid,1908-01-01T00:00:00.000,-19.466670,350,Sete Lagoas
"{'type': 'Point', 'coordinates': [-6, 37.41667]}",LL4,Fell,-6.000000,23508,Valid,1862-01-01T00:00:00.000,37.416670,180,Sevilla
"{'type': 'Point', 'coordinates': [36.6, 50.61667]}",L5,Fell,36.600000,23509,Valid,1874-01-01T00:00:00.000,50.616670,101000,Sevrukovo
"{'type': 'Point', 'coordinates': [10.71667, 34.75]}",L6,Fell,10.716670,23512,Valid,1989-01-01T00:00:00.000,34.750000,7000,Sfax
"{'type': 'Point', 'coordinates': [87.3, 23.1]}",Diogenite,Fell,87.300000,23521,Valid,1850-01-01T00:00:00.000,23.100000,4000,Shalka
"{'type': 'Point', 'coordinates': [-76.7, 37.83333]}",H3.4,Fell,-76.700000,23525,Valid,1921-01-01T00:00:00.000,37.833330,1265,Sharps
"{'type': 'Point', 'coordinates': [-80.16667, 44.05]}",L5,Fell,-80.166670,23529,Valid,1904-01-01T00:00:00.000,44.050000,18600,Shelburne
"{'type': 'Point', 'coordinates': [84.83333, 24.55]}",Martian (shergottite),Fell,84.833330,23530,Valid,1865-01-01T00:00:00.000,24.550000,5000,Shergotty
"{'type': 'Point', 'coordinates': [120.06667, 33.65]}",L6,Fell,120.066670,23531,Valid,1976-01-01T00:00:00.000,33.650000,605,Sheyang
"{'type': 'Point', 'coordinates': [87.5775, 25.85]}",L6,Fell,87.577500,23534,Valid,1921-01-01T00:00:00.000,25.850000,3679.7,Shikarpur
"{'type': 'Point', 'coordinates': [125.66667, 43.5]}",H5,Fell,125.666670,23582,Valid,1971-01-01T00:00:00.000,43.500000,3900,Shuangyang
"{'type': 'Point', 'coordinates': [74.83333, 33.71667]}",H6,Fell,74.833330,23583,Valid,1912-01-01T00:00:00.000,33.716670,5000,Shupiyan
"{'type': 'Point', 'coordinates': [90.16667, 24.33333]}",L6,Fell,90.166670,23584,Valid,1863-01-01T00:00:00.000,24.333330,3200,Shytal
"{'type': 'Point', 'coordinates': [11.6, 43.11667]}",LL5,Fell,11.600000,23586,Valid,1794-01-01T00:00:00.000,43.116670,3700,Siena
"{'type': 'Point', 'coordinates': [134.65333, 46.16]}","Iron, IIAB",Fell,134.653330,23593,Valid,1947-01-01T00:00:00.000,46.160000,23000000,Sikhote-Alin
"{'type': 'Point', 'coordinates': [-101.38333, 20.93333]}",H5,Fell,-101.383330,23594,Valid,1995-01-01T00:00:00.000,20.933330,1710,Silao
"{'type': 'Point', 'coordinates': [27.26667, 44.11667]}",Achondrite-ung,Fell,27.266670,55584,Valid,1917-01-01T00:00:00.000,44.116670,0.15,Silistra
"{'type': 'Point', 'coordinates': [7.53333, 49.98333]}",H5,Fell,7.533330,23603,Valid,1920-01-01T00:00:00.000,49.983330,1222,Simmern
"{'type': 'Point', 'coordinates': [32.48333, 30.9]}",L6,Fell,32.483330,23606,Valid,1916-01-01T00:00:00.000,30.900000,1455,Sinai
"{'type': 'Point', 'coordinates': [69.55, 26.21667]}",H5,Fell,69.550000,23611,Valid,1901-01-01T00:00:00.000,26.216670,8400,Sindhri
"{'type': 'Point', 'coordinates': [9.2, 39.3]}",H6,Fell,9.200000,23613,Valid,1956-01-01T00:00:00.000,39.300000,2000,Sinnai
"{'type': 'Point', 'coordinates': [-103.66667, 42.58333]}",Eucrite-mmict,Fell,-103.666670,23614,Valid,1933-01-01T00:00:00.000,42.583330,4100,Sioux County
"{'type': 'Point', 'coordinates': [82.58333, 20.91667]}",H5,Fell,82.583330,23616,Valid,1875-01-01T00:00:00.000,20.916670,1600,Sitathali
"{'type': 'Point', 'coordinates': [36.13583, 39.82467]}",H6,Fell,36.135830,23617,Valid,1989-01-01T00:00:00.000,39.824670,40000,Sivas
"{'type': 'Point', 'coordinates': [119.86667, 32.43333]}",L5,Fell,119.866670,23619,Valid,1989-01-01T00:00:00.000,32.433330,630,Sixiangkou
"{'type': 'Point', 'coordinates': [10.86667, 59.73333]}",L6,Fell,10.866670,23621,Valid,1848-01-01T00:00:00.000,59.733330,850,Ski
"{'type': 'Point', 'coordinates': [15.6, 45.68333]}",H5,Fell,15.600000,23626,Valid,1868-01-01T00:00:00.000,45.683330,1708,Slavetic
"{'type': 'Point', 'coordinates': [35, 55]}",L4,Fell,35.000000,23645,Valid,1818-01-01T00:00:00.000,55.000000,2750,Slobodka
"{'type': 'Point', 'coordinates': [84.06667, 27.13333]}",OC,Fell,84.066670,23660,Valid,1960-01-01T00:00:00.000,27.133330,72.900000000000006,Soheria
"{'type': 'Point', 'coordinates': [21.86667, 43.66667]}",LL4,Fell,21.866670,23661,Valid,1877-01-01T00:00:00.000,43.666670,80000,Soko-Banja
"{'type': 'Point', 'coordinates': [1.73333, 47.36667]}",H5,Fell,1.733330,23663,Valid,1860-01-01T00:00:00.000,47.366670,54,Sologne
"{'type': 'Point', 'coordinates': [22.005, 54.00883]}",L6,Fell,22.005000,53829,Valid,2011-01-01T00:00:00.000,54.008830,1066,Sołtmany
"{'type': 'Point', 'coordinates': [135.33333, 35.16667]}",H5,Fell,135.333330,23667,Valid,1866-01-01T00:00:00.000,35.166670,17100,Sone
"{'type': 'Point', 'coordinates': [125, 45.25]}",L6,Fell,125.000000,23668,Valid,1993-01-01T00:00:00.000,45.250000,36900,Songyuan
"{'type': 'Point', 'coordinates': [23.5, 44.41667]}",OC,Fell,23.500000,23670,Valid,1927-01-01T00:00:00.000,44.416670,958,Sopot
"{'type': 'Point', 'coordinates': [33.63333, 1.7]}","Iron, ungrouped",Fell,33.633330,23671,Valid,1945-01-01T00:00:00.000,1.700000,2050,Soroti
"{'type': 'Point', 'coordinates': [0.05, 44.75]}",L6,Fell,0.050000,23081,Valid,1883-01-01T00:00:00.000,44.750000,360,St. Caprais-de-Quinsac
"{'type': 'Point', 'coordinates': [-1.5, 46.95]}",L6,Fell,-1.500000,23082,Valid,1841-01-01T00:00:00.000,46.950000,5500,St. Christophe-la-Chartreuse
"{'type': 'Point', 'coordinates': [3.75, 51.05]}",L6,Fell,3.750000,23083,Valid,1855-01-01T00:00:00.000,51.050000,700,St. Denis Westrem
"{'type': 'Point', 'coordinates': [-1.15, 48.01667]}",H6,Fell,-1.150000,23087,Valid,1890-01-01T00:00:00.000,48.016670,4000,St. Germain-du-Pinel
"{'type': 'Point', 'coordinates': [-90.23333, 38.7]}",H4,Fell,-90.233330,23089,Valid,1950-01-01T00:00:00.000,38.700000,1000,St. Louis
"{'type': 'Point', 'coordinates': [27.41667, -32.01667]}",EH5,Fell,27.416670,23090,Valid,1903-01-01T00:00:00.000,-32.016670,13780,St. Mark's
"{'type': 'Point', 'coordinates': [-76.38333, 38.16667]}",LL3.3,Fell,-76.383330,23091,Valid,1919-01-01T00:00:00.000,38.166670,24.3,St. Mary's County
"{'type': 'Point', 'coordinates': [3.93333, 48.45]}",LL6,Fell,3.933330,23092,Valid,1866-01-01T00:00:00.000,48.450000,8300,St. Mesmin
"{'type': 'Point', 'coordinates': [27.2, 61.65]}",L6,Fell,27.200000,23093,Valid,1910-01-01T00:00:00.000,61.650000,17000,St. Michel
"{'type': 'Point', 'coordinates': [2.95, 43.43333]}",L6,Fell,2.950000,23097,Valid,1959-01-01T00:00:00.000,43.433330,134.30000000000001,St.-Chinian
"{'type': 'Point', 'coordinates': [14.95, 59.93333]}",H5,Fell,14.950000,23712,Valid,1876-01-01T00:00:00.000,59.933330,34000,Ställdalen
"{'type': 'Point', 'coordinates': [15.56667, 49.28333]}",Eucrite-mmict,Fell,15.566670,23713,Valid,1808-01-01T00:00:00.000,49.283330,52000,Stannern
"{'type': 'Point', 'coordinates': [41.98333, 45.05]}",L6,Fell,41.983330,23717,Valid,1857-01-01T00:00:00.000,45.050000,1500,Stavropol
"{'type': 'Point', 'coordinates': [3, 50.76667]}",H4,Fell,3.000000,23099,Valid,1962-01-01T00:00:00.000,50.766670,4960,Ste. Marguerite
"{'type': 'Point', 'coordinates': [55.98333, 53.66667]}","Iron, IIIAB",Fell,55.983330,23724,Valid,1990-01-01T00:00:00.000,53.666670,325000,Sterlitamak
"{'type': 'Point', 'coordinates': [9.05, 52.53333]}",Stone-uncl,Fell,9.050000,23726,Valid,1647-01-01T00:00:00.000,52.533330,,Stolzenau
"{'type': 'Point', 'coordinates': [-73.13333, 41.2]}",L6,Fell,-73.133330,23728,Valid,1974-01-01T00:00:00.000,41.200000,50,Stratford
"{'type': 'Point', 'coordinates': [-3.25, 56.58333]}",L6,Fell,-3.250000,23729,Valid,1917-01-01T00:00:00.000,56.583330,13400,Strathmore
"{'type': 'Point', 'coordinates': [-3.95, 50.38333]}",Stone-uncl,Fell,-3.950000,23732,Valid,1623-01-01T00:00:00.000,50.383330,10400,Stretchleigh
"{'type': 'Point', 'coordinates': [-72.97806, 45.96861]}",H5,Fell,-72.978060,23733,Valid,1994-01-01T00:00:00.000,45.968610,25400,St-Robert
"{'type': 'Point', 'coordinates': [-90.66667, 36.48333]}",L6,Fell,-90.666670,23736,Valid,1924-01-01T00:00:00.000,36.483330,3500,Success
"{'type': 'Point', 'coordinates': [16.26333, 50.53806]}",L6,Fell,16.263330,23737,Valid,1969-01-01T00:00:00.000,50.538060,815.3,Suchy Dul
"{'type': 'Point', 'coordinates': [113.46667, 31.61667]}",L6,Fell,113.466670,23738,Valid,1986-01-01T00:00:00.000,31.616670,260000,Suizhou
"{'type': 'Point', 'coordinates': [78.03333, 12.66667]}",LL6,Fell,78.033330,48951,Valid,2008-01-01T00:00:00.000,12.666670,110000,Sulagiri
"{'type': 'Point', 'coordinates': [84.28333, 25.93333]}",L/LL6,Fell,84.283330,23741,Valid,1916-01-01T00:00:00.000,25.933330,1710.5,Sultanpur
"{'type': 'Point', 'coordinates': [133.16667, 44.86667]}",H5,Fell,133.166670,23745,Valid,1935-01-01T00:00:00.000,44.866670,637,Sungach
"{'type': 'Point', 'coordinates': [84.21667, 26.71667]}",H6,Fell,84.216670,23760,Valid,1865-01-01T00:00:00.000,26.716670,7235,Supuhee
"{'type': 'Point', 'coordinates': [-120.90806, 38.80389]}",C,Fell,-120.908060,55529,Valid,2012-01-01T00:00:00.000,38.803890,992.5,Sutter's Mill
"{'type': 'Point', 'coordinates': [-86.2945, 33.18836]}",H4,Fell,-86.294500,23773,Valid,1954-01-01T00:00:00.000,33.188360,5560,Sylacauga
"{'type': 'Point', 'coordinates': [14.65, 49.4]}",H5,Fell,14.650000,23776,Valid,1753-01-01T00:00:00.000,49.400000,7540,Tabor
"{'type': 'Point', 'coordinates': [5.41667, 36.18333]}",L5,Fell,5.416670,23778,Valid,1867-01-01T00:00:00.000,36.183330,9000,Tadjera
"{'type': 'Point', 'coordinates': [-134.20139, 59.70444]}",C2-ung,Fell,-134.201390,23782,Valid,2000-01-01T00:00:00.000,59.704440,10000,Tagish Lake
"{'type': 'Point', 'coordinates': [137.305, 34.72]}",H4/5,Fell,137.305000,23784,Valid,1991-01-01T00:00:00.000,34.720000,1000,Tahara
"{'type': 'Point', 'coordinates': [134.9, 35.38333]}",H5,Fell,134.900000,23789,Valid,1880-01-01T00:00:00.000,35.383330,720,Takenouchi
,Eucrite-cm,Fell,,23791,Valid,1995-01-01T00:00:00.000,,1421,Talampaya
"{'type': 'Point', 'coordinates': [112.76667, -7.75]}",L6,Fell,112.766670,23795,Valid,1975-01-01T00:00:00.000,-7.750000,10500,Tambakwatu
"{'type': 'Point', 'coordinates': [-7.015, 31.16333]}",H5,Fell,-7.015000,48691,Valid,2008-01-01T00:00:00.000,31.163330,100000,Tamdakht
"{'type': 'Point', 'coordinates': [136.23333, 35.43333]}",L5,Fell,136.233330,23801,Valid,1918-01-01T00:00:00.000,35.433330,905,Tané
"{'type': 'Point', 'coordinates': [122.9, 45.4]}",L5,Fell,122.900000,23873,Valid,1965-01-01T00:00:00.000,45.400000,3850,Taonan
"{'type': 'Point', 'coordinates': [10.41667, 32.95]}",Diogenite,Fell,10.416670,23884,Valid,1931-01-01T00:00:00.000,32.950000,12000,Tatahouine
"{'type': 'Point', 'coordinates': [43.73333, 19.38333]}",L6,Fell,43.733330,23885,Valid,1967-01-01T00:00:00.000,19.383330,2500,Tathlith
"{'type': 'Point', 'coordinates': [44.45, 35.13333]}",L6,Fell,44.450000,23887,Valid,1929-01-01T00:00:00.000,35.133330,6000,Tauk
"{'type': 'Point', 'coordinates': [23.5, 46.71667]}",L6,Fell,23.500000,23888,Valid,1937-01-01T00:00:00.000,46.716670,21000,Tauti
"{'type': 'Point', 'coordinates': [142.95, -25.73333]}",L6,Fell,142.950000,23897,Valid,1879-01-01T00:00:00.000,-25.733330,160000,Tenham
"{'type': 'Point', 'coordinates': [26.95, 58.03333]}",L4,Fell,26.950000,23898,Valid,1872-01-01T00:00:00.000,58.033330,28500,Tennasilm
"{'type': 'Point', 'coordinates': [70.6, 33.4]}",H6,Fell,70.600000,23908,Valid,1950-01-01T00:00:00.000,33.400000,342,Thal
"{'type': 'Point', 'coordinates': [37.15028, -1.00278]}",L6,Fell,37.150280,54493,Valid,2011-01-01T00:00:00.000,-1.002780,14200,Thika
"{'type': 'Point', 'coordinates': [27.58333, -29.33333]}",H4/5,Fell,27.583330,23976,Valid,2002-01-01T00:00:00.000,-29.333330,45300,Thuathe
"{'type': 'Point', 'coordinates': [118.99, 32.94667]}",H5,Fell,118.990000,23984,Valid,1986-01-01T00:00:00.000,32.946670,2232,Tianzhang
"{'type': 'Point', 'coordinates': [17.11667, 49.6]}",H/L3.6,Fell,17.116670,23989,Valid,1878-01-01T00:00:00.000,49.600000,28000,Tieschitz
"{'type': 'Point', 'coordinates': [-89.68333, 38.2]}",L6,Fell,-89.683330,23998,Valid,1927-01-01T00:00:00.000,38.200000,74800,Tilden
"{'type': 'Point', 'coordinates': [1.53333, 14.25]}",L6,Fell,1.533330,23999,Valid,1970-01-01T00:00:00.000,14.250000,3000,Tillaberi
"{'type': 'Point', 'coordinates': [35.2, 54.5]}",H5,Fell,35.200000,24004,Valid,1807-01-01T00:00:00.000,54.500000,65500,Timochin
"{'type': 'Point', 'coordinates': [79.41667, 13.63333]}",H6,Fell,79.416670,24009,Valid,1934-01-01T00:00:00.000,13.633330,230,Tirupati
"{'type': 'Point', 'coordinates': [-7.61123, 29.48195]}",Martian (shergottite),Fell,-7.611230,54823,Valid,2011-01-01T00:00:00.000,29.481950,7000,Tissint
"{'type': 'Point', 'coordinates': [111.53333, -7.08333]}",H6,Fell,111.533330,24011,Valid,1869-01-01T00:00:00.000,-7.083330,20000,Tjabe
"{'type': 'Point', 'coordinates': [106.58333, -6.66667]}",L5,Fell,106.583330,24012,Valid,1922-01-01T00:00:00.000,-6.666670,16500,Tjerebon
"{'type': 'Point', 'coordinates': [34.76667, 47.85]}",LL6,Fell,34.766670,24019,Valid,1905-01-01T00:00:00.000,47.850000,600,Tomakovka
